district,lat,lon,ndvi,ndbi,ndwi,surface_temp_c,elevation_m,slope_degrees,texture_contrast,texture_homogeneity,land_type,year
Mumbai,19.263436860940867,72.70311828068262,0.111,0.142,-0.088,33.16,43.1,1.75,0.89,0.537,urban,2014
Mumbai,18.854217187068823,72.43930798529247,-0.062,0.486,-0.3,37.51,64.99,0.25,0.748,0.522,urban,2019
Mumbai,18.939611449190064,72.59451427592911,-0.035,0.437,-0.02,35.25,6.56,6.91,0.558,0.443,urban,2021
Mumbai,19.06125560414724,72.92110585219827,-0.098,-0.112,0.388,28.78,42.42,4.47,0.303,0.695,water,2016
Mumbai,19.045177496092773,72.74540850812755,0.022,0.009,-0.44,41.28,19.62,6.9,0.412,0.449,urban,2018
Mumbai,18.599047088406607,73.27444654990775,-0.06,0.086,-0.035,40.66,28.62,4.6,0.255,0.326,urban,2019
Mumbai,18.915660620481443,73.08564782670119,-0.016,0.037,-0.304,33.66,63.93,0.75,0.207,0.587,urban,2010
Mumbai,19.447333592340282,73.37660469976308,0.723,-0.398,-0.044,22.93,53.64,4.37,0.314,0.562,forest,2010
Mumbai,18.949444591145436,72.76123451243399,0.143,0.143,-0.342,35.34,47.95,3.67,0.831,0.421,urban,2022
Mumbai,18.974250234863412,72.8748672807177,0.235,0.29,-0.07,36.34,81.79,0.38,0.797,0.508,urban,2021
Mumbai,18.97964669449348,73.0563600938269,-0.1,-0.495,0.736,27.57,34.3,1.38,0.452,0.498,water,2021
Mumbai,19.437113520061427,72.45603821776201,0.068,0.477,-0.081,42.5,10.94,3.97,0.369,0.542,urban,2015
Mumbai,19.132818360278307,73.32407865335837,-0.071,0.41,-0.351,40.69,54.29,8.33,0.2,0.278,urban,2020
Mumbai,19.185467763366624,73.19827643933385,-0.251,-0.369,0.603,31.44,83.69,9.95,0.118,0.268,water,2019
Mumbai,18.930845723430657,72.99038434467461,0.014,0.044,0.051,32.73,36.94,5.06,0.548,0.637,urban,2023
Mumbai,19.41644275054602,73.0789933420884,0.134,0.229,-0.052,35.37,8.46,1.19,0.28,0.5,urban,2014
Mumbai,18.742829704950264,72.42438481989927,0.216,0.111,-0.217,37.12,19.19,0.61,0.573,0.794,urban,2020
Mumbai,19.206588697308543,72.82729890600774,0.212,0.052,0.081,41.15,94.57,4.09,0.63,0.479,urban,2016
Mumbai,19.076305156354515,73.27179953610616,0.375,-0.297,-0.13,36.11,73.55,6.64,0.191,0.632,agricultural,2018
Mumbai,18.58435470417214,72.54629904843404,0.268,-0.067,0.074,32.49,36.72,5.42,0.218,0.648,urban,2016
Mumbai,19.110554544756038,73.05282988584442,0.132,0.329,0.142,41.17,67.18,3.94,0.101,0.272,urban,2016
Mumbai,18.693557249120936,73.36792253461508,0.067,0.338,-0.135,32.96,19.2,8.4,0.68,0.737,urban,2012
Mumbai,18.896181167428438,73.04795397604437,-0.016,-0.093,0.198,35.65,66.8,1.77,0.564,0.742,urban,2014
Mumbai,18.821279304974368,72.82610784101594,-0.025,0.275,-0.264,34.75,31.32,1.79,0.822,0.438,urban,2023
Mumbai,19.089434497125822,73.02830652325211,0.028,0.347,0.18,37.69,86.1,5.66,0.226,0.614,urban,2014
Mumbai,19.243351163050395,72.42154685249663,0.256,0.164,0.131,41.76,48.86,6.03,0.36,0.79,urban,2022
Mumbai,18.74071774694298,73.06684335698034,0.031,0.274,-0.461,32.31,45.0,3.33,0.451,0.358,urban,2020
Mumbai,19.32840923321201,73.13101293187925,0.106,0.02,-0.276,39.69,7.22,1.47,0.159,0.687,urban,2017
Mumbai,18.93351332842724,72.65512673480099,0.187,0.302,-0.166,40.35,3.84,6.21,0.722,0.5,urban,2013
Mumbai,19.09362982839797,72.95557708144091,0.157,0.316,0.11,36.45,76.98,5.61,0.806,0.517,urban,2022
Mumbai,18.669657452607474,73.14578937841867,-0.05,-0.114,0.337,24.43,93.76,5.3,0.592,0.489,water,2022
Mumbai,19.51199417900178,73.05582250153665,0.799,-0.375,-0.286,28.7,7.24,8.81,0.305,0.556,forest,2020
Mumbai,18.62516082915505,72.40875687603516,0.066,0.314,-0.259,35.6,99.67,7.51,0.616,0.413,urban,2018
Mumbai,18.648376393194123,73.33183164157107,0.122,0.357,-0.124,42.93,3.34,3.67,0.29,0.468,urban,2019
Mumbai,19.479050653102515,72.51742056697896,-0.011,0.453,-0.202,44.81,55.41,9.31,0.104,0.649,urban,2023
Mumbai,18.663574562986238,73.01154981873533,-0.442,-0.33,0.767,28.34,52.75,1.41,0.101,0.686,water,2013
Mumbai,19.039391008804646,72.97713054202762,0.266,0.025,-0.034,33.02,60.38,1.64,0.689,0.381,urban,2013
Mumbai,18.823206073738877,73.12607524942818,-0.397,-0.203,0.451,29.3,15.83,6.88,0.203,0.455,water,2012
Mumbai,19.235423246849916,73.00240066940661,0.005,0.429,0.124,34.55,61.38,0.88,0.413,0.628,urban,2013
Mumbai,18.910215337260116,72.40344240974721,-0.087,-0.349,-0.428,35.19,50.39,7.09,0.299,0.395,barren,2019
Mumbai,19.520750080210213,72.8669162486881,-0.295,-0.179,0.749,28.15,45.55,0.31,0.803,0.208,water,2011
Mumbai,19.303131196881928,72.37841685870659,0.037,0.455,-0.483,39.56,54.89,2.19,0.443,0.591,urban,2020
Mumbai,18.69130109033905,72.48469126117463,0.275,-0.001,-0.336,35.43,3.78,1.23,0.889,0.389,urban,2021
Mumbai,18.805918370861633,72.89364587852543,0.588,-0.158,-0.32,28.21,22.31,0.57,0.183,0.459,agricultural,2017
Mumbai,19.02763899551884,73.2344299465059,0.001,0.464,0.134,39.37,35.44,3.81,0.429,0.637,urban,2012
Mumbai,18.7342862560591,72.8333608215531,0.278,0.102,-0.108,33.24,20.05,4.13,0.265,0.726,urban,2010
Mumbai,19.39673584081573,72.99224101822132,-0.137,-0.223,0.492,30.95,56.83,4.4,0.154,0.479,water,2023
Mumbai,19.071653920883247,72.79881890443409,0.833,-0.302,-0.417,22.11,30.32,6.98,0.732,0.377,forest,2011
Mumbai,18.892375407387682,73.35084471142692,-0.254,-0.407,0.368,25.57,5.53,1.98,0.107,0.576,water,2013
Mumbai,19.111521916085962,72.9212955749113,-0.023,0.107,-0.25,32.11,83.92,0.32,0.852,0.735,urban,2021
Mumbai,18.680660633907898,73.20034792719389,0.162,0.132,-0.047,32.58,5.4,4.57,0.54,0.733,urban,2010
Pune,18.511013575898197,74.20546758528131,0.384,-0.342,-0.278,32.0,350.5,20.11,0.741,0.465,agricultural,2023
Pune,18.064545562087453,74.34879218702882,0.182,0.194,-0.32,43.5,777.02,11.63,0.315,0.682,urban,2012
Pune,18.02274747386745,73.60149987300173,0.552,-0.182,-0.224,25.94,1080.65,17.39,0.53,0.23,forest,2020
Pune,18.960797033945543,73.61736638256211,0.572,-0.451,-0.42,32.11,847.84,26.36,0.243,0.248,agricultural,2018
Pune,18.28290860426654,73.47858921208037,0.641,-0.155,0.041,29.69,1021.8,28.08,0.577,0.402,agricultural,2022
Pune,18.401808809903123,73.49756860395087,-0.194,-0.266,0.48,27.8,563.51,24.23,0.821,0.298,water,2019
Pune,18.914174187761944,73.88650905707006,0.75,-0.208,0.152,24.23,1150.21,6.9,0.582,0.234,forest,2018
Pune,18.618706075696018,73.38767060342252,0.168,0.399,-0.395,32.5,1078.88,14.45,0.203,0.481,urban,2018
Pune,18.53664782320006,73.51044931210292,0.01,-0.08,-0.206,43.64,1182.65,24.11,0.229,0.744,urban,2012
Pune,18.459071696803047,74.13870182559394,0.869,-0.197,0.012,27.67,400.34,11.33,0.651,0.332,forest,2017
Pune,18.13720410773395,73.62985962036994,0.214,0.172,0.055,42.9,854.78,11.85,0.319,0.389,urban,2022
Pune,18.588872202156818,73.72042552113568,-0.016,0.173,0.136,33.36,920.27,25.62,0.177,0.754,urban,2020
Pune,18.697473712658446,74.12894027589329,0.203,0.054,-0.015,32.52,1039.41,18.45,0.609,0.333,urban,2022
Pune,18.250484491857474,73.76278213255978,0.489,-0.253,-0.181,36.94,697.87,30.25,0.741,0.446,agricultural,2020
Pune,18.814784225092854,73.45566862340871,0.23,0.037,-0.133,42.48,553.48,24.27,0.297,0.266,urban,2017
Pune,18.471386502648343,73.45745284395959,0.009,0.413,-0.257,44.65,1179.73,13.05,0.133,0.623,urban,2014
Pune,18.821771535463636,73.75433498573275,0.183,-0.081,0.109,33.8,327.31,10.27,0.868,0.616,urban,2015
Pune,18.98605317476641,73.37155612250751,0.035,0.041,-0.164,39.17,831.77,12.71,0.859,0.302,urban,2018
Pune,18.853671282035847,73.6066589812395,0.092,0.1,-0.186,39.42,635.59,17.45,0.686,0.612,urban,2012
Pune,18.703469575190123,74.01742739310916,0.144,0.251,-0.241,38.32,513.78,9.26,0.271,0.263,urban,2021
Pune,18.552704363848164,74.26202182837609,0.28,0.338,-0.464,43.5,1062.68,18.3,0.569,0.786,urban,2013
Pune,18.821571503295324,73.96108071908282,-0.067,0.015,-0.191,39.6,1016.23,34.65,0.411,0.228,urban,2016
Pune,18.428637519346296,73.63716322420466,-0.021,0.197,0.02,42.02,699.62,14.16,0.879,0.598,urban,2017
Pune,18.3036965279977,73.35694293443451,0.192,0.045,-0.38,38.89,489.99,23.87,0.194,0.593,urban,2013
Pune,18.70186061251717,73.42023572242393,0.551,-0.127,0.107,23.87,978.37,23.26,0.877,0.424,forest,2016
Pune,18.97134135186583,73.37890281298786,-0.262,-0.114,0.569,26.3,320.27,26.11,0.616,0.424,water,2019
Pune,18.81547288118116,73.53795025555155,-0.318,-0.132,0.46,26.02,734.22,29.71,0.183,0.766,water,2010
Pune,18.396711816954998,73.71988912371623,-0.073,-0.346,0.501,30.27,1162.78,8.8,0.437,0.489,water,2022
Pune,18.65849272579645,73.64485213577741,0.321,-0.226,-0.195,29.95,1016.03,29.08,0.489,0.379,agricultural,2017
Pune,18.30920996995409,73.50596801266926,-0.006,0.338,-0.472,33.23,206.79,9.59,0.155,0.797,urban,2015
Pune,18.39819682390941,73.67338435601692,-0.004,0.462,-0.136,36.74,1073.39,16.85,0.368,0.324,urban,2016
Pune,18.684474121199834,73.6117872224214,-0.094,-0.384,0.589,24.53,391.29,17.22,0.85,0.426,water,2023
Pune,18.399861380593464,73.86324999990855,-0.049,-0.065,-0.286,34.05,374.01,27.82,0.113,0.535,urban,2021
Pune,18.3702954636474,73.90801739066282,0.725,-0.375,-0.293,27.87,1071.28,10.78,0.178,0.739,forest,2022
Pune,18.117317327066992,73.90472149722913,0.444,-0.45,-0.087,33.25,402.99,18.56,0.738,0.554,agricultural,2013
Pune,18.35335024696237,74.02611206425365,0.581,-0.183,-0.06,29.53,910.17,25.32,0.12,0.447,agricultural,2014
Pune,18.433239397758904,74.21655449033513,-0.014,0.255,0.139,42.37,1121.46,34.36,0.109,0.574,urban,2010
Pune,18.83727798589378,73.37064901869192,0.001,0.489,-0.07,42.32,285.6,10.5,0.707,0.213,urban,2020
Pune,18.54105535373411,74.09890100912114,0.763,-0.354,-0.072,27.57,542.48,8.24,0.156,0.553,forest,2016
Pune,18.608195405066372,74.20399674553549,0.704,-0.331,-0.221,22.21,535.56,34.28,0.799,0.398,forest,2023
Pune,18.79172314321685,74.19813975995625,0.077,-0.089,-0.448,38.64,1169.44,25.8,0.157,0.314,urban,2012
Pune,18.060730161051513,73.55783654259038,0.047,-0.242,-0.48,36.29,988.28,12.77,0.667,0.329,barren,2018
Pune,18.416144829847354,73.65537215738755,-0.029,0.103,-0.207,38.61,676.75,13.12,0.123,0.563,urban,2016
Pune,18.08540078894889,74.18200840242298,0.647,-0.201,0.1,32.95,330.93,25.89,0.265,0.465,agricultural,2020
Pune,18.806208484244348,73.81915681706515,-0.05,0.442,0.105,38.04,944.37,23.58,0.742,0.459,urban,2020
Pune,18.988472502909676,74.1096861930392,0.276,0.192,-0.176,42.21,1021.58,21.63,0.244,0.481,urban,2023
Pune,18.21771397057606,73.6739552164497,0.224,-0.08,-0.172,40.41,1030.03,6.48,0.782,0.529,urban,2010
Pune,18.537520888113328,74.12031047961416,0.013,0.219,-0.464,34.06,1012.69,8.98,0.287,0.472,urban,2015
Pune,18.601137139797352,73.74483308100226,0.079,0.374,-0.067,33.47,356.33,18.11,0.418,0.646,urban,2015
Pune,18.2783395067869,73.84821422583182,-0.032,0.036,-0.097,37.5,714.93,10.12,0.63,0.712,urban,2016
Pune,18.808559788135707,74.06080436077164,0.29,0.1,-0.083,33.17,806.02,7.69,0.867,0.629,urban,2023
Pune,18.474882732955354,73.56598776153012,0.136,0.17,0.101,44.44,699.04,32.95,0.567,0.523,urban,2023
Pune,18.153915551352817,73.40465773243699,-0.099,0.045,-0.143,36.94,648.49,34.42,0.38,0.471,urban,2010
Pune,18.150740723569072,73.6659681114997,0.81,-0.272,0.032,23.2,771.83,12.61,0.282,0.207,forest,2010
Pune,18.981899679237145,73.60344742066738,-0.153,-0.106,-0.284,29.3,399.08,22.63,0.151,0.717,barren,2015
Pune,18.20005928902991,74.04580908148682,0.08,-0.087,-0.052,37.38,470.06,11.21,0.623,0.45,urban,2011
Pune,18.96538478555584,73.4983113506179,0.726,-0.157,-0.418,28.29,873.52,8.45,0.656,0.465,forest,2020
Pune,19.016004201803504,73.60936300217129,0.157,0.129,0.17,36.29,1162.19,32.04,0.316,0.682,urban,2010
Pune,18.89365435669167,74.06161113273134,-0.238,-0.292,0.447,24.12,420.13,13.46,0.455,0.303,water,2013
Pune,18.740986419370635,74.12246332104755,-0.449,-0.24,0.627,31.65,203.02,12.44,0.842,0.759,water,2019
Pune,18.20623205556534,74.33469342373824,-0.063,0.208,-0.338,34.36,1010.3,9.05,0.475,0.763,urban,2012
Pune,18.173764827415745,74.09002790871686,0.298,0.233,-0.381,36.11,624.49,14.28,0.325,0.783,urban,2011
Pune,18.339716880021374,73.60890240215933,0.3,-0.262,0.141,30.88,385.53,24.55,0.67,0.613,agricultural,2013
Pune,18.557816938599807,73.3792043274287,0.282,0.454,-0.18,43.0,652.32,17.73,0.225,0.456,urban,2014
Pune,18.561735382701265,73.68059555258039,0.678,-0.187,-0.024,27.08,1109.56,5.54,0.546,0.672,forest,2012
Pune,18.418454840678937,73.87033338392865,0.355,-0.145,-0.17,36.78,785.85,25.23,0.743,0.595,agricultural,2021
Pune,18.42601939025544,74.03625183657269,0.821,-0.351,-0.228,22.77,1114.58,7.73,0.619,0.448,forest,2022
Pune,18.505680717110195,73.8987333450972,0.527,-0.263,0.04,28.63,370.53,31.92,0.625,0.729,forest,2014
Pune,18.881462936479718,73.42656192068466,0.268,0.44,-0.186,35.57,593.17,16.63,0.329,0.361,urban,2010
Pune,18.48394783925892,73.82702404793721,-0.093,-0.431,0.472,24.49,469.97,28.05,0.808,0.333,water,2019
Pune,18.76071303084395,73.89954137433408,0.849,-0.195,-0.141,27.37,1047.36,5.29,0.422,0.744,forest,2016
Pune,18.471947022817425,73.76472009128508,0.112,0.109,-0.136,40.52,618.36,26.42,0.789,0.293,urban,2021
Pune,18.253453187984856,74.30707975148209,0.175,0.05,-0.052,43.41,618.13,32.33,0.895,0.264,urban,2019
Pune,18.040801610688206,73.96118898225846,0.883,-0.461,-0.49,23.29,1196.01,10.4,0.502,0.709,forest,2020
Pune,18.309593151965867,74.1656777496137,0.011,0.417,-0.302,40.93,874.22,11.64,0.128,0.446,urban,2021
Pune,18.556592279282203,73.80584820273222,0.82,-0.317,-0.075,26.83,1027.16,17.75,0.32,0.359,forest,2023
Pune,18.39186333933447,73.8056117225928,0.676,-0.464,0.003,23.71,396.95,17.38,0.282,0.55,forest,2022
Pune,18.574569721611,73.91554087095467,0.115,0.022,-0.391,43.45,633.72,17.36,0.128,0.499,urban,2019
Pune,18.08047316835498,73.68220333812614,0.783,-0.429,-0.323,28.49,1147.17,9.08,0.498,0.329,forest,2015
Pune,18.357321913076746,73.94218593831503,0.357,-0.216,-0.126,29.44,209.24,29.24,0.241,0.564,agricultural,2020
Pune,18.539337364264757,73.96245948935898,0.026,-0.048,-0.344,34.44,628.02,24.75,0.311,0.207,urban,2018
Pune,18.283033612366072,73.86112103971521,0.885,-0.264,-0.17,26.59,1127.9,29.85,0.358,0.342,forest,2010
Pune,18.90951935572744,74.20192555816074,-0.054,-0.299,0.334,29.79,1005.97,13.68,0.631,0.456,water,2023
Pune,18.88612723710679,74.08112234026932,0.51,-0.223,0.118,32.96,513.25,27.61,0.276,0.433,agricultural,2016
Pune,18.406259446836106,74.33877737863564,-0.258,-0.414,0.478,26.27,376.09,27.3,0.302,0.473,water,2020
Pune,18.53694651038926,73.86143947538035,-0.265,-0.468,0.345,28.73,799.36,17.56,0.445,0.232,water,2017
Pune,18.978235304448503,74.21131746315184,0.56,-0.458,-0.413,22.81,809.71,10.89,0.301,0.304,forest,2016
Pune,18.184792684328414,74.16080924606113,-0.008,0.097,-0.353,38.39,219.61,25.14,0.519,0.739,urban,2018
Pune,18.968132804006302,73.48307014194701,0.117,-0.449,-0.221,29.7,454.72,12.9,0.545,0.447,barren,2014
Pune,18.586843685086624,73.82845630939087,0.689,-0.408,0.041,31.39,343.08,30.74,0.347,0.595,agricultural,2018
Pune,18.457681648244616,73.7602486208137,0.698,-0.207,-0.439,27.35,1095.81,6.73,0.213,0.63,forest,2017
Pune,18.707050423354037,74.1980567713052,-0.045,0.204,-0.411,38.2,963.62,12.75,0.485,0.795,urban,2021
Pune,18.675021193515462,74.06601429480348,0.466,-0.193,-0.472,29.23,403.07,17.06,0.777,0.408,agricultural,2015
Pune,18.898930749207153,73.6585346608929,-0.148,-0.357,0.589,26.74,283.87,34.78,0.202,0.243,water,2023
Pune,18.963965217156975,73.39858039383878,-0.11,-0.368,0.496,26.1,543.04,17.32,0.676,0.507,water,2014
Pune,18.03944340927429,74.08915462913373,-0.198,-0.266,0.76,24.39,773.5,30.61,0.294,0.726,water,2013
Pune,18.502237253576258,73.48104531744241,0.873,-0.237,-0.193,22.36,1120.11,19.11,0.123,0.614,forest,2019
Pune,18.03315647970743,74.05192965574774,0.386,-0.474,-0.098,34.22,705.74,29.51,0.789,0.569,agricultural,2016
Pune,18.94505110540518,73.4692041332381,0.067,0.239,-0.046,36.55,1117.1,9.02,0.637,0.203,urban,2017
Pune,18.83083291357317,74.04640153486187,-0.443,-0.367,0.487,25.71,785.12,18.29,0.127,0.392,water,2012
Pune,18.03010035492304,73.49674481213424,0.59,-0.221,-0.282,29.0,472.47,29.95,0.884,0.496,agricultural,2015
Pune,18.62711957978223,73.98348381705185,0.629,-0.269,-0.447,29.55,565.08,32.38,0.724,0.653,forest,2015
Pune,18.104204159095058,73.8395944365986,0.155,0.277,-0.112,44.82,932.29,28.31,0.798,0.329,urban,2019
Pune,18.1779005480758,73.9510317339266,0.706,-0.168,-0.189,26.57,727.07,6.15,0.592,0.697,forest,2014
Pune,18.62984529732728,74.00025212298742,0.537,-0.434,-0.414,37.8,593.72,11.82,0.237,0.601,agricultural,2018
Pune,18.323853216449606,74.22063580745996,-0.447,-0.143,0.495,26.51,662.36,16.7,0.791,0.758,water,2011
Pune,18.359603431271918,73.67938370707782,0.213,0.458,-0.328,39.5,474.54,29.72,0.104,0.539,urban,2016
Pune,18.577212143140738,74.01822432414617,0.558,-0.159,-0.074,36.53,464.6,20.59,0.46,0.207,agricultural,2022
Pune,18.450002743448547,73.91102259808366,0.137,0.342,-0.1,32.87,316.45,22.89,0.32,0.248,urban,2017
Pune,18.03178966808855,74.05320718347689,0.431,-0.212,-0.049,31.33,954.87,24.46,0.61,0.532,agricultural,2017
Pune,18.316465510038945,73.87162949539248,0.05,0.466,0.073,39.64,452.18,11.11,0.372,0.486,urban,2010
Pune,18.650434577542438,73.69727593742113,-0.034,0.487,-0.424,44.12,1113.58,20.76,0.68,0.462,urban,2013
Pune,18.273857129673015,73.43094685933055,0.02,0.247,-0.151,39.53,486.66,16.01,0.167,0.231,urban,2013
Pune,18.538038935689432,73.73865801904527,-0.058,0.388,-0.473,40.57,472.56,31.15,0.488,0.383,urban,2019
Pune,18.474670724360426,74.07625841326544,0.126,-0.031,0.198,37.53,548.23,26.31,0.391,0.7,urban,2018
Pune,18.47652720894663,73.38672022571734,0.343,-0.162,0.015,30.12,345.29,14.49,0.881,0.354,agricultural,2016
Pune,18.5959495078311,74.30729396593112,-0.041,-0.271,0.167,33.17,1019.11,21.41,0.133,0.389,barren,2018
Pune,18.524780704298767,73.82103174479515,0.244,0.037,-0.346,34.62,1122.5,30.58,0.72,0.436,urban,2021
Pune,18.390398885959975,74.09747986716067,0.001,0.203,-0.479,33.71,1086.59,27.55,0.438,0.51,urban,2014
Pune,18.34975352424995,73.49493208678534,0.214,0.358,0.006,34.66,537.97,19.1,0.365,0.653,urban,2011
Pune,18.53361997582782,74.22880606374659,0.66,-0.108,-0.342,26.9,632.97,7.13,0.49,0.621,forest,2015
Pune,18.155818849817827,73.6479937472055,0.016,-0.048,0.156,36.92,776.41,28.76,0.359,0.63,urban,2018
Pune,18.34629014339364,73.83235503092492,-0.413,-0.176,0.411,29.74,1143.3,20.83,0.532,0.477,water,2021
Pune,18.413350764991353,74.31846247834547,0.141,0.492,0.156,43.21,1089.13,19.04,0.626,0.737,urban,2013
Pune,18.79700683979639,73.90892228017385,0.666,-0.26,-0.003,29.6,444.62,27.38,0.517,0.361,forest,2014
Pune,18.7543203702877,73.76774719355606,0.764,-0.371,-0.163,26.94,604.91,10.95,0.869,0.507,forest,2022
Pune,18.18950390042065,73.48283578629577,0.442,-0.337,-0.214,33.44,743.47,19.91,0.208,0.498,agricultural,2014
Pune,18.980411880819123,74.17716129015832,0.173,-0.258,-0.038,32.02,1108.98,24.14,0.715,0.421,barren,2023
Pune,18.294314870629904,73.55657297464944,0.242,0.003,-0.31,35.71,470.91,30.66,0.126,0.246,urban,2013
Pune,18.72249718837949,74.0775932190521,-0.007,0.379,-0.106,32.08,629.32,17.24,0.191,0.606,urban,2014
Pune,18.857619142958697,73.44998738472198,0.191,-0.1,0.168,42.58,1103.98,5.47,0.847,0.686,urban,2018
Pune,18.9532462213603,73.4327847267655,0.196,0.476,-0.025,39.42,1145.63,18.29,0.579,0.486,urban,2010
Pune,18.043859021721154,73.68611665737444,0.0,-0.225,0.054,33.83,1108.92,33.26,0.151,0.441,barren,2018
Pune,18.919853084553832,74.28406640946156,0.115,0.446,0.093,33.66,293.03,22.68,0.526,0.36,urban,2012
Pune,18.7548870403224,73.7238738144313,0.461,-0.144,-0.231,35.37,675.94,8.68,0.842,0.472,agricultural,2022
Pune,18.512921854020508,74.27158615012151,0.308,-0.46,-0.153,34.9,534.74,25.86,0.659,0.622,agricultural,2023
Pune,18.79121452166432,73.68392118316146,0.096,0.17,-0.36,36.0,242.33,24.01,0.299,0.382,urban,2014
Pune,18.831120672945172,73.40145143392624,-0.003,0.001,0.042,33.69,653.75,20.21,0.65,0.58,urban,2017
Pune,18.73987023131338,73.69286533857958,0.019,0.068,-0.398,35.76,509.77,20.66,0.631,0.429,urban,2010
Pune,18.866718012780872,74.08900077060818,0.016,0.225,-0.483,33.04,617.97,33.29,0.677,0.253,urban,2023
Pune,18.96910491823918,74.25894562309624,0.544,-0.172,-0.217,30.22,712.02,21.47,0.531,0.539,agricultural,2023
Pune,18.768434739341586,73.49565990524891,0.25,0.381,0.16,33.28,465.12,19.85,0.777,0.503,urban,2017
Pune,18.575663322607937,73.45663187705442,0.001,0.339,-0.385,36.57,464.87,15.5,0.667,0.421,urban,2020
Pune,18.20273518357822,74.29900093790121,0.822,-0.352,-0.046,27.8,409.66,31.54,0.593,0.457,forest,2012
Pune,18.406893722863913,73.5679629169382,0.202,0.025,-0.264,42.53,895.68,27.97,0.453,0.63,urban,2019
Pune,18.078697203862355,74.35512123392378,-0.12,-0.11,0.455,27.69,874.0,21.25,0.775,0.657,water,2011
Pune,18.098642098580022,74.14481893994522,0.101,-0.154,-0.044,36.56,312.38,15.43,0.801,0.321,barren,2011
Pune,18.305252676610614,73.86186401829332,0.634,-0.435,0.098,34.87,720.08,29.91,0.435,0.316,agricultural,2016
Pune,18.09595449376277,73.603388429744,0.513,-0.178,0.054,33.81,980.79,10.75,0.14,0.724,agricultural,2022
Pune,18.555272755758754,74.23329811883502,0.578,-0.336,0.113,30.98,211.87,14.02,0.562,0.426,agricultural,2022
Pune,18.398431062233193,73.36480819688622,0.665,-0.394,-0.177,33.49,1149.11,34.96,0.288,0.636,agricultural,2017
Pune,18.187534314869307,73.76387373859887,-0.494,-0.316,0.544,24.18,886.93,13.82,0.548,0.381,water,2014
Pune,18.48820241203734,73.42757170065488,-0.361,-0.286,0.399,28.07,357.38,25.13,0.703,0.266,water,2016
Pune,18.969479603182815,74.13388590943961,0.139,0.059,-0.131,38.73,1124.35,21.47,0.566,0.441,urban,2019
Pune,18.317892669992666,73.65304807688058,0.014,0.407,-0.197,42.77,1022.89,10.67,0.661,0.374,urban,2021
Pune,18.4963063274732,73.40127004071263,0.19,0.038,-0.499,41.3,371.18,8.13,0.29,0.428,urban,2022
